11
28
18
8
17
15
16
27
20
19
25
10
15
26
14
0
19
22
12
20
25
14
27
30
18
9
7
10
10
27
7
15
23
17
13
18
0
20
6
5
10
18
18
20
20
16
19
12
16
28
24
8
0
13
25
0
11
11
10
11
22
21
28
3
17
10
22
0
15
8
7
21
25
14
24
0
15
9
10
0
20
10
5
29
8
18
0
14
21
29
11
8
0
11
8
0
0
11
9
20
7
26
9
23
10
22
14
13
19
12
18
9
17
20
13
28
23
9
2
9
4
